word,frequency
lttimegt,7
ssnervou,1
hunnyhop,1
illspeak,1
starshin,1
hahahaus,3
roadsrvx,1
meanwhil,4
samantha,1
bettersn,1
probthat,1
otherwis,10
midnight,6
getsleep,1
unbeliev,2
opportun,3
outstand,3
hollalat,1
todaybut,1
chikkuil,1
shoulder,1
ogunrind,1
thatdont,1
notebook,1
eightish,1
posterod,1
calldrov,1
homeleft,1
knowwait,1
loverboy,6
belliger,1
sculptur,1
dreamlov,1
sorrowsi,1
craziest,2
frndship,5
neighbor,2
passthey,1
lunchtim,1
finewhen,2
basqihav,1
chikkugo,1
downstem,1
weirdest,2
didntgiv,1
heygreat,1
dealfarm,1
birthdat,2
happenin,1
cocksuck,1
whileamp,1
coveragd,1
bathroom,1
februari,4
goodnoon,2
margaret,3
girlfrnd,3
grahmbel,3
interviw,1
worriedx,1
determin,2
intrepid,1
function,2
earlierw,1
stupidit,3
investig,1
youmoney,1
thinghow,1
internet,6
unfortun,2
earliest,1
prospect,3
adventur,3
packalso,1
kalainar,1
extermin,1
leonardo,1
withdraw,1
lovingli,2
shanghai,1
constant,2
somewhat,1
goodeven,1
spageddi,1
toughest,1
maintain,4
tookplac,1
wherebtw,1
classmat,1
hunnywot,1
complain,2
haventcn,1
detailsi,1
trainner,1
everytim,1
textbook,1
blessget,1
youclean,4
consensu,1
parachut,1
oficegot,1
pharmaci,1
lifebook,1
prioriti,1
minstand,1
sweetest,3
gmgngegn,3
featheri,1
distract,2
outreach,1
eggspert,1
subtoitl,1
storelik,1
drugdeal,1
ipaditan,1
shitload,2
password,4
strongli,1
sacrific,2
document,1
colleagu,9
fishhead,1
thankyou,1
pendingi,1
progress,1
accordin,1
whilltak,1
zogtoriu,1
problemi,1
categori,1
shampain,2
director,2
paranoid,1
properli,2
pongaldo,2
furnitur,2
daurgent,1
telephon,2
restuwud,1
citylink,1
pleasant,1
splendid,1
shoranur,1
honestli,1
promptli,1
someplac,1
superior,2
newscast,1
contract,2
usualiam,3
arestaur,1
dosometh,1
smoothli,1
challeng,3
rcbbattl,1
olowoyey,1
timeslil,1
justbeen,1
nowonion,1
properti,2
godtaken,1
bbdpooja,1
blackand,1
sweatter,1
configur,1
helloooo,2
everyboy,1
xxxxxxxx,1
fireplac,1
fletcher,1
descript,1
persondi,1
youkwher,1
offcampu,1
independ,2
selfless,1
slaaaaav,1
appendix,1
particip,1
nammanna,1
stagwood,1
kodstini,1
madstini,1
kodthini,1
satsound,1
likeyour,1
randomli,1
reformat,1
thriller,1
everyday,2
postcard,2
swimsuit,1
hurrican,1
goodwhen,1
peripher,1
chennaii,1
numberso,1
ramaduth,1
keluviri,1
siguviri,1
checkbox,1
hundredh,1
mathemat,2
afternon,1
somerset,1
dismissi,1
arithmet,1
uhhhhrmm,1
youwanna,1
notixiqu,1
laxinorf,1
oblising,1
amplikat,1
burgundi,1
shldxxxx,1
scenario,1
inperson,1
deliveri,1
passport,1
multipli,1
individu,1
langport,2
hasbroin,1
confirmd,2
motorola,2
shangela,1
againlov,1
fishrman,1
wishlist,1
restrict,1
authoris,1
honeydid,1
febapril,1
ammaelif,1
batchlor,1
wrongtak,1
careumma,1
suddenli,1
nooooooo,1
eckankar,1
fiendmak,1
thousadi,1
southern,1
macleran,1
muhommad,1
answerin,1
jokethet,1
prescrib,1
familiar,1
perspect,1
luvnight,1
restwish,1
lunsford,1
bookedth,1
careless,1
greatest,2
sunlight,2
bullshit,1
woodland,1
stevelik,1
uothrwis,1
sandiago,1
anderson,1
timeyour,1
leasttim,1
frequent,1
cupboard,1
mapquest,1
babesozi,1
wannatel,1
wenwecan,1
unrecogn,1
undrstnd,1
opponent,1
tellmiss,1
backward,1
abstract,1
neekunna,1
prakasam,1
prasanth,1
robinson,1
shijutta,1
thousand,1
darlinim,1
instruct,1
checkmat,1
wifedont,1
carolina,1
happiest,1
whenwher,1
antibiot,1
chastiti,1
mistakeu,1
unintent,2
mountain,2
thinkthi,1
numberpl,1
idconvey,1
rencontr,1
sarasota,2
gotmarri,1
rearrang,1
astronom,1
dysentri,1
joinedso,1
tranquil,1
velusami,1
discount,2
treadmil,1
drmstake,1
hellohow,1
beendrop,1
sirsalam,1
indianpl,1
princegn,1
stuffwhi,1
astrolog,1
formsdon,1
singapor,1
victoria,1
boundari,1
salesman,1
callertun,10
housework,1
yesterday,20
gentleman,3
afternoon,28
stuffmoro,1
hairdress,1
minecraft,1
dinnermsg,1
eggpotato,1
tmorrowpl,1
cozsomtim,1
everywher,2
interview,5
formclark,2
goodnight,8
womdarful,1
bookshelf,1
lvblefrnd,3
lifpartnr,3
paperwork,2
joinedhop,1
allahmeet,1
administr,2
sendernam,2
sentiment,1
aathiwher,3
urgentbut,3
worldveri,2
practicum,1
falconerf,1
transport,2
problemat,1
holidayso,3
ummmmmaah,3
sunscreen,1
onlinewhi,1
seventeen,1
thanksgiv,3
uncomfort,1
professor,2
shitstorm,1
stillmayb,1
randomlli,1
dogbreath,1
friendsar,1
mojibiola,2
ultimatum,2
mattermsg,1
philosoph,1
unsoldmik,1
fridayhop,1
congratul,1
secondari,1
christian,1
ltemailgt,1
cougarpen,1
sheffield,2
thoughtsi,1
sambarlif,1
unsoldnow,1
addressul,1
timedhoni,1
velacheri,1
alivebett,1
senrddnot,1
sortedbut,1
everythin,1
johnsound,1
bellearli,1
disappear,1
wheellock,1
worthless,1
paragraph,1
heartsnot,1
mondaynxt,1
worldgnun,1
waysmscom,1
steamboat,1
noncomitt,1
everybodi,5
headstart,1
certainli,3
chikkuali,1
messageit,5
difficult,12
nordstrom,1
establish,1
companion,1
boyfriend,2
sympathet,1
honeymoon,1
compromis,1
sonathaya,1
embarrass,1
specialis,2
entertain,2
algorithm,1
itriedtel,1
careabout,1
playerwhi,1
bloodsend,4
wednesday,8
underwear,2
prescript,2
hypertens,1
wondarful,1
latelyxxx,1
samachara,1
ponnungal,1
processit,1
ibuprofen,1
chinatown,1
homecheck,1
affection,2
collegexx,1
albumquit,1
complaint,2
takenonli,1
coimbator,1
transcrib,1
instantli,2
messageno,3
reltnship,1
housemaid,7
neighbour,3
brilliant,4
onlybettr,1
barcelona,1
statement,2
breakfast,1
sundayish,1
technolog,1
argentina,1
secretari,2
scarcasim,1
chikkuwat,1
modelsoni,1
telugutht,1
affidavit,1
courtroom,1
sankranti,1
shivratri,1
rememberi,1
theseyour,1
footprint,3
frndsship,1
pretsovru,1
maraikara,1
walkabout,1
toothpast,1
thangamit,1
necessari,2
squeeeeez,1
bhayandar,1
odalebeku,1
hanumanji,1
kalisidar,1
forgotten,2
brainless,1
percentag,1
chillaxin,1
crisisspk,1
priscilla,2
dayexcept,1
frankgood,1
fundament,1
peteynoim,1
alritehav,1
placement,2
broadband,1
shahjahan,2
basketbal,1
muchxxlov,1
pataistha,1
terrorist,2
moraldont,1
grandfath,1
expiredso,1
ystrdayic,1
rounderso,1
borderlin,1
nationwid,1
nimbomson,1
muchimped,1
sumthinxx,1
onlyfound,1
agocusoon,1
esaplanad,1
unconvinc,1
ifwhenhow,1
valuemorn,1
faitheven,1
todaygood,1
leafdayno,1
milkdayno,1
watrdayno,1
hellogorg,1
wordsevri,1
ujhhhhhhh,1
snowboard,1
bevieswaz,1
earthsofa,1
definitli,1
contribut,1
quiteamuz,1
thatscool,1
vilikkamt,1
noooooooo,1
phonebook,1
coldheard,1
stressful,1
photoshop,1
loooooool,1
bornpleas,1
inconveni,2
parentnot,1
careinsha,1
ahhhhjust,1
olayiwola,1
hmmmstill,1
afterward,1
dormitori,1
stuffleav,1
familymay,1
doingwhat,1
correctli,1
hannaford,1
spacebuck,1
childporn,1
pshewmiss,1
ffffffffff,1
beforehand,1
weighthaha,1
knowyetund,1
babyjontet,1
tonitebusi,1
streetshal,1
edukkukaye,1
friendship,22
supervisor,3
personmeet,1
tisscotays,1
andrewsboy,1
fineinshah,1
loxahatche,2
messagesom,2
urgentlyit,3
txtjourney,1
greatbhaji,2
feelingwav,1
weeddefici,1
acknowledg,1
sweetheart,2
membership,1
runninglet,1
scrumptiou,1
dictionari,4
cappuccino,2
inconsider,2
understand,14
comprehens,1
officewhat,1
problembut,1
shakespear,1
websitenow,1
dearregret,1
speechless,3
groundamla,1
okthenwhat,3
difficulti,2
byleafcutt,1
blackberri,4
undrstndng,1
availablei,1
chinchilla,1
waitshould,1
compulsori,1
leannewhat,1
sleepsweet,2
thatworzel,1
weightloss,1
ghodbandar,1
missionari,1
bedroomlov,1
maangalyam,2
alaipayuth,2
hererememb,1
philosophi,3
comingdown,1
constantli,3
satsgettin,1
breadstick,1
problemfre,1
franyxxxxx,1
kudiyarasu,2
vaazhthukk,2
politician,2
reppurcuss,1
particular,1
dramastorm,1
explicitli,1
showroomsc,1
nonenowher,1
understood,3
disconnect,3
topicsorri,1
gopalettan,1
sachinjust,1
winterston,1
countinlot,1
tirunelvai,1
bloodblood,2
heartheart,2
gonnamissu,1
poortiyagi,1
masteriast,1
champlaxig,1
underdtand,1
skateboard,1
morningtak,1
goodfriend,2
arpraveesh,1
formallypl,1
prayingwil,1
multimedia,1
growrandom,1
nightnight,1
california,3
heltiniiyo,1
panalambut,1
semiobscur,1
motherfuck,1
appledayno,1
lemondayno,1
parantella,1
baaaaaaaab,1
erutupalam,1
nottingham,1
vijaykanth,1
kanoanyway,1
leastwhich,1
swashbuckl,1
tallahasse,1
dreamsmuah,2
tocallshal,1
craigslist,1
officestil,1
prometazin,1
morrowxxxx,1
disappoint,1
compliment,1
aaooooright,1
ltdecimalgt,23
keralacircl,2
kkgoodstudi,1
gandhipuram,1
necessarili,2
sleepingand,3
transferacc,1
nuerologist,1
unfortuntli,1
wetherspoon,1
cherthalain,1
dearrakhesh,1
possiblehop,1
tomorrowcal,1
anniversari,2
snoringthey,1
attractioni,1
alrightokay,1
cheyyamoand,1
beneficiari,2
goodtimeoli,1
inperialmus,1
listeningth,1
tirunelvali,2
spreadsheet,1
bestcongrat,1
partnership,2
gooddhanush,1
chikkusimpl,1
dileepthank,1
supportveri,1
afghanistan,1
accordingli,1
brilliantli,1
autocorrect,1
strangersaw,1
thrurespect,1
compofstuff,1
meaningless,1
miltazindgi,1
neshanthtel,1
madamregret,1
goodenviron,2
nightsexcel,1
northampton,2
paracetamol,1
pimpleseven,1
nicenicehow,2
nowadayslot,1
kkyesterday,1
nightnobodi,1
footblcrckt,1
dontgettext,1
importantli,1
auctionpunj,1
youdearwith,1
loverakhesh,1
newquaysend,1
pavanaputra,1
wadebridgei,1
moneeppolum,1
senthilhsbc,1
receiptswel,1
christmassi,1
ffffuuuuuuu,1
julianaland,1
thandiyachu,1
prakasamanu,1
msgsometext,1
vinobanagar,1
ovulatewhen,1
terminatedw,1
nonetheless,1
confirmdeni,1
kkcongratul,1
frontiervil,1
perumbavoor,1
thnovbehind,1
motherinlaw,1
herethanksi,1
mahfuuzmean,1
enufcredeit,1
gastroenter,2
misundrstud,1
marandratha,1
someonethat,1
seperatedud,1
missunderstd,1
okvarunnathu,1
allahrakhesh,1
fullonsmscom,6
hillsborough,1
monkeespeopl,1
monkeyaround,1
doublefaggot,1
astoundingli,1
wikipediacom,1
kalstiyathen,1
comingtmorow,1
entrepreneur,1
correctionor,1
beautifulmay,1
thekingshead,1
computerless,1
thirunelvali,1
icicibankcom,2
psychologist,1
psychiatrist,1
hhahhaahahah,1
troubleshoot,1
towndontmatt,1
nolistenedth,1
responcewhat,3
hitteranyway,1
particularli,1
processexcel,1
neededsalari,1
massagetiepo,1
closedinclud,4
pretsorginta,1
merememberin,1
sankatmochan,1
selfindepend,1
messagepandi,1
judgementali,1
jeevithathil,1
conditionand,1
startedindia,1
alaikkumprid,1
qatarrakhesh,1
applespairsal,1
callingforgot,1
tayseertissco,1
individualtim,1
accordinglyor,1
mindsetbeliev,1
opportunityal,1
opportunitypl,1
westonzoyland,1
plumbingremix,1
marrgeremembr,1
hilariousalso,1
unnecessarili,2
imaginationmi,1
indyarockscom,2
govtinstituit,4
hogidhechinnu,1
bajarangabali,1
affectionsamp,1
meummifyingby,1
goodmorningmi,1
availablethey,1
tomorrowtoday,1
hopeafternoon,1
fineabsolutli,2
sensesrespect,1
chennaibecaus,1
supportprovid,1
membershiptak,1
shitjustfound,1
shanilrakhesh,1
numberrespect,1
tamilnaduthen,1
minnaminungint,3
wahleykkumshar,1
sorydarealyfrm,3
convincingjust,1
christmasmerri,1
prashanthettan,1
alternativehop,1
processnetwork,1
molestedsomeon,1
fredericksburg,1
dippeditinadew,2
tomeandsaidthi,2
theregoodnight,1
iwasmarinethat,1
mittelschmertz,1
studentfinanci,1
xxxxxxxxxxxxxx,1
relationshipit,1
gloucesterroad,1
passwordsatmsm,2
eshxxxxxxxxxxx,1
uawakefeellikw,1
geoenvironment,1
yijuehotmailcom,1
ishtamayoohappi,1
hellodrivbyquit,1
marriageprogram,1
officethenampet,1
sleepwellamptak,2
wwwfullonsmscom,2
premaricakindli,1
rechargerakhesh,1
brilliantthingi,1
somewheresomeon,1
alreadysabarish,1
kalaachutaarama,1
friendofafriend,1
overemphasiseor,1
pleassssssseeeee,1
gudnitetcpractic,2
disturbancemight,1
officeunderstand,3
anythingtomorrow,1
faceasssssholeee,1
callsmessagesmiss,3
todaysundaysunday,3
itwhichturnedinto,2
mentionedtomorrow,1
ambrithmaduraimet,1
boughtbraindancea,1
fuckinniceselfish,1
miiiiiiissssssssss,1
haughaighgtujhyguj,1
aslamalaikkuminsha,1
doesdiscountshitinnit,1
achanammarakheshqatar,1
sometimerakheshvisitor,1
magicalsongsblogspotcom,1
informedrgdsrakheshkerala,1
poyyarikaturkolathupalayamunjalur,1
hypotheticalhuagauahahuagahyuhagga,1
staffsciencenusedusgphyhcmkteachingpc,1
friendshipmotherfatherteacherschildren,1
